resp_uid,pair_id,kelompok,usia,lokasi,status_pernikahan,pendidikan_terakhir,anggota_keluarga_bekerja,pendapatan_numerik_B1,pendapatan_numerik_B2,pendapatan_numerik_B3,pendapatan_ordinal_B1,pendapatan_ordinal_B2,pendapatan_ordinal_B3,pendapatan_kategori_B1,pendapatan_kategori_B2,pendapatan_kategori_B3,jumlah_sumber_pendapatan_B1,jumlah_sumber_pendapatan_B2,jumlah_sumber_pendapatan_B3,punya_usaha_B1,punya_usaha_B2,punya_usaha_B3,pengeluaran_pokok_B1,pengeluaran_pokok_B2,pengeluaran_pokok_B3,belanja_makanan_B1,belanja_makanan_B2,belanja_makanan_B3,belanja_kesehatan_B1,belanja_kesehatan_B2,belanja_kesehatan_B3,belanja_pendidikan_B1,belanja_pendidikan_B2,belanja_pendidikan_B3,pscore
Intervensi_19,0,Intervensi,75,Dusun Karang,Duda/Janda,Tidak sekolah,,500000.0,500000.0,500000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,600000.0,,200000.0,600000.0,,200000.0,0.0,,0.0,0.0,,0.0,0.7860513259715528
Kontrol_24,0,Kontrol,37,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.7903289113225456
Intervensi_42,1,Intervensi,65,Dusun Pringgan,Menikah,Tidak sekolah,,,,500000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,720000.0,,870000.0,300000.0,,450000.0,0.0,,0.0,0.0,,0.0,0.9257982754183376
Kontrol_149,1,Kontrol,27,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.8951946479311723
Intervensi_156,2,Intervensi,68,Dusun Melati,Duda/Janda,Tidak sekolah,,,500000.0,500000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,0.0,,700000.0,,,500000.0,0.0,,200000.0,0.0,,0.0,0.8669094701212229
Kontrol_183,2,Kontrol,30,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.869838115609072
Intervensi_111,3,Intervensi,73,Dusun Melati,Duda/Janda,Tidak sekolah,,,363000.0,500000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,300000.0,,300000.0,300000.0,,300000.0,0.0,,0.0,0.0,,0.0,0.8122796594775683
Kontrol_11,3,Kontrol,59,,Menikah,SD,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.7809082892598573
Intervensi_148,4,Intervensi,51,Dusun Melati,Duda/Janda,SD,1.0,,,500000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Ya,Ya,Ya,1500000.0,,1550000.0,1500000.0,,1500000.0,0.0,,0.0,0.0,,0.0,0.8206611444394465
Kontrol_138,4,Kontrol,32,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.8501684369856997
Intervensi_15,5,Intervensi,62,Dusun Karang,Menikah,Tidak sekolah,,,,250000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,2900000.0,,2085000.0,2000000.0,,1500000.0,0.0,,0.0,500000.0,,400000.0,0.9409928618649892
Kontrol_163,5,Kontrol,29,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.878822965273851
Intervensi_24,6,Intervensi,24,Dusun Pringgan,Belum menikah,SMA,,800000.0,800000.0,1000000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,2875000.0,,1250000.0,1500000.0,,900000.0,0.0,,0.0,300000.0,,0.0,0.5602238714870054
Kontrol_9,6,Kontrol,29,,Menikah,SMA,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.5591253053987232
Intervensi_117,7,Intervensi,45,Dusun Melati,Menikah,SD,,,500000.0,500000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,1350000.0,,1350000.0,900000.0,,500000.0,0.0,,100000.0,0.0,,300000.0,0.9180547264841852
Kontrol_106,7,Kontrol,47,,Belum menikah,SD,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.8638972946691168
Intervensi_97,8,Intervensi,24,Dusun Melati,Belum menikah,SMA,,,,1000000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,1410000.0,,1460000.0,1000000.0,,1200000.0,0.0,,60000.0,0.0,,0.0,0.5602238714870054
Kontrol_62,8,Kontrol,29,,Menikah,SMA,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.5591253053987232
Intervensi_162,9,Intervensi,36,Dusun Melati,Belum menikah,SMP,,,,180000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,1400000.0,,1160000.0,1000000.0,,800000.0,0.0,,0.0,0.0,,0.0,0.7318749185433479
Kontrol_152,9,Kontrol,36,,Duda/Janda,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.7318749185433479
Intervensi_16,10,Intervensi,52,Dusun Karang,Menikah,SMA,,,500000.0,500000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,1000000.0,,1200000.0,900000.0,,1000000.0,0.0,,0.0,0.0,,0.0,0.1619419224419526
Kontrol_31,10,Kontrol,52,,Menikah,SMA,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.1619419224419526
Intervensi_164,11,Intervensi,39,Dusun Melati,Menikah,SMA,,,,50000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,2400000.0,,1200000.0,2000000.0,,500000.0,0.0,,200000.0,0.0,,350000.0,0.3588372728362318
Kontrol_143,11,Kontrol,39,,Menikah,SMA,2.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.3588372728362318
Intervensi_124,12,Intervensi,24,Dusun Melati,Menikah,SMA,,,,2000000.0,1,1,2,"< Rp1,2 juta","< Rp1,2 juta","Rp1,2 - <2,5 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,2155000.0,,2950000.0,1500000.0,,2000000.0,250000.0,,0.0,0.0,,300000.0,0.6562498521296287
Kontrol_26,12,Kontrol,46,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.6435222250419901
Intervensi_60,13,Intervensi,37,Dusun Pringgan,Menikah,SMA,,,,1500000.0,1,1,2,"< Rp1,2 juta","< Rp1,2 juta","Rp1,2 - <2,5 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,1350000.0,,1150000.0,500000.0,,800000.0,0.0,,0.0,500000.0,,200000.0,0.3972806174413238
Kontrol_14,13,Kontrol,37,,Menikah,SMA,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.3972806174413238
Intervensi_18,14,Intervensi,78,Dusun Karang,Duda/Janda,Tidak sekolah,,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,600000.0,,370000.0,500000.0,,300000.0,0.0,,70000.0,0.0,,0.0,0.7419019972516079
Kontrol_18,14,Kontrol,40,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.7467779257804327
Intervensi_169,15,Intervensi,36,Dusun Melati,Menikah,SMA,,,500000.0,1000000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,3680000.0,,1200000.0,3000000.0,,750000.0,0.0,,0.0,0.0,,0.0,0.4170230569324299
Kontrol_47,15,Kontrol,36,,Menikah,SMA,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.4170230569324299
Intervensi_75,16,Intervensi,29,Dusun Melati,Belum menikah,SMA,4.0,500000.0,500000.0,500000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Ya,Ya,Ya,2200000.0,,2800000.0,1500000.0,,1800000.0,0.0,,0.0,0.0,,0.0,0.4583609312463642
Kontrol_115,16,Kontrol,55,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.4636791376164239
Intervensi_119,17,Intervensi,76,Dusun Melati,Menikah,SD,,,363000.0,500000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,1350000.0,,1350000.0,1000000.0,,500000.0,0.0,,100000.0,0.0,,300000.0,0.4701159287540443
Kontrol_169,17,Kontrol,50,,Belum menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.4647878755023911
Intervensi_175,18,Intervensi,56,Dusun Melati,Menikah,SMP,,,363000.0,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,1840000.0,,820000.0,1500000.0,,600000.0,0.0,,0.0,0.0,,0.0,0.4434079038905257
Kontrol_165,18,Kontrol,35,,Menikah,SMA,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.4370351897328703
Intervensi_65,19,Intervensi,55,Dusun Pringgan,Menikah,SMP,,,363000.0,1000000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,2000000.0,,2900000.0,1500000.0,,1500000.0,0.0,,0.0,0.0,,600000.0,0.4636791376164239
Kontrol_162,19,Kontrol,55,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.4636791376164239
Intervensi_67,20,Intervensi,28,Dusun Pringgan,Belum menikah,SMA,,,,1000000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,2100000.0,,2800000.0,1500000.0,,1500000.0,0.0,,0.0,0.0,,600000.0,0.478727797848494
Kontrol_8,20,Kontrol,54,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.4840711203404071
Intervensi_31,21,Intervensi,86,Dusun Pringgan,Duda/Janda,Tidak sekolah,,,,600000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,900000.0,,950000.0,300000.0,,650000.0,0.0,,0.0,0.0,,0.0,0.5990374369217937
Kontrol_65,21,Kontrol,48,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.6051760002044677
Intervensi_147,22,Intervensi,31,Dusun Melati,Menikah,SMA,,,,750000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,2200000.0,,615000.0,2000000.0,,100000.0,0.0,,65000.0,0.0,,200000.0,0.5184934281955109
Kontrol_174,22,Kontrol,31,,Menikah,SMA,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.5184934281955109
Intervensi_104,23,Intervensi,42,Dusun Melati,Menikah,SMA,,500000.0,500000.0,900000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,1730000.0,,1830000.0,800000.0,,1200000.0,0.0,,0.0,330000.0,,230000.0,0.3045291169637183
Kontrol_68,23,Kontrol,37,,Cerai,SMA,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.3054740535982792
Intervensi_120,24,Intervensi,69,Dusun Melati,Menikah,SD,,,,363000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,1350000.0,,1350000.0,1000000.0,,500000.0,0.0,,100000.0,0.0,,300000.0,0.6113380432280907
Kontrol_5,24,Kontrol,28,,Menikah,SMA,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.5791818304885883
Intervensi_76,25,Intervensi,25,Dusun Melati,Belum menikah,SMA,,,,500000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,2200000.0,,2800000.0,1500000.0,,1800000.0,0.0,,0.0,0.0,,0.0,0.5399814460097371
Kontrol_28,25,Kontrol,51,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.545293263295707
Intervensi_159,26,Intervensi,45,Dusun Melati,Menikah,SMA,1.0,,363000.0,3000000.0,1,1,3,"< Rp1,2 juta","< Rp1,2 juta","Rp2,5 - <4(,8) juta",1 sumber,1 sumber,1 sumber,Ya,Ya,Ya,2350000.0,,1950000.0,2000000.0,,1500000.0,0.0,,100000.0,0.0,,0.0,0.2551691286651296
Kontrol_21,26,Kontrol,66,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.2601152323224512
Intervensi_2,27,Intervensi,55,Dusun Karang,Menikah,SMA,,1600000.0,1600000.0,1600000.0,2,2,2,"Rp1,2 - <2,5 juta","Rp1,2 - <2,5 juta","Rp1,2 - <2,5 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,600000.0,,525000.0,600000.0,,300000.0,0.0,,65000.0,0.0,,0.0,0.0681483736021382
Kontrol_33,27,Kontrol,80,,Duda/Janda,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.0694503304492626
Intervensi_46,28,Intervensi,32,Dusun Pringgan,Menikah,SMA,,,,1200000.0,1,1,2,"< Rp1,2 juta","< Rp1,2 juta","Rp1,2 - <2,5 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,980000.0,,1340000.0,800000.0,,1000000.0,0.0,,0.0,0.0,,0.0,0.4980511983000655
Kontrol_45,28,Kontrol,27,,Belum menikah,SMA,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.499165630116917
Intervensi_172,29,Intervensi,34,Dusun Melati,Menikah,SMA,,,,1600000.0,1,1,2,"< Rp1,2 juta","< Rp1,2 juta","Rp1,2 - <2,5 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,2900000.0,,1600000.0,2000000.0,,600000.0,0.0,,0.0,500000.0,,300000.0,0.4572544264785076
Kontrol_139,29,Kontrol,49,,Duda/Janda,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.4851845074010492
Intervensi_176,30,Intervensi,49,Dusun Melati,Menikah,SMA,,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,1800000.0,,820000.0,1500000.0,,600000.0,0.0,,0.0,0.0,,0.0,0.1980635419610386
Kontrol_147,30,Kontrol,70,,Menikah,SMP,3.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.2022032318694817
Intervensi_115,31,Intervensi,40,Dusun Melati,Menikah,SMA,,,,700000.0,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,4050000.0,,1190000.0,2000000.0,,700000.0,0.0,,0.0,1500000.0,,0.0,0.3402417687897852
Kontrol_119,31,Kontrol,40,,Menikah,SMA,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.3402417687897852
Intervensi_108,32,Intervensi,28,Dusun Melati,Menikah,SMP,,1500000.0,1500000.0,1500000.0,2,2,2,"Rp1,2 - <2,5 juta","Rp1,2 - <2,5 juta","Rp1,2 - <2,5 juta",1 sumber,1 sumber,1 sumber,Tidak,Tidak,Tidak,880000.0,,933000.0,500000.0,,363000.0,0.0,,70000.0,0.0,,0.0,0.7919805260123551
Kontrol_29,32,Kontrol,39,,Menikah,SMP,0.0,,,,1,1,1,"< Rp1,2 juta","< Rp1,2 juta","< Rp1,2 juta",1 sumber,1 sumber,1 sumber,,,,,,,,,,,,,,,,0.7619324968571155
